IBN KHALLIKAN’S BIOGRAPHICAL DICTIONARY.,وفيات الأعيان لابن خلِّكان
"and he there called the people to support the cause of Ibrahim, al-Saffah’s brother. When Ibrahim was put to death at Harran by Marwan Ibn Muhammad the last of the Omaiyides, the call was made in favor of al-Saffah, and Abu Salama became suspected of a leaning towards the descendants of Ali.","وكان يدعو إلى بيعة إبراهيم الإمام أخي السفاح، فلما قتله مروان بن محمد آخر خلفاء بني أمية بحران وانقلبت الدعوة إلى السفاح، توهموا من أبي سلمة المذكور أنه مال إلى العلويين،"
"When al-Saffah, on his accession to the caliphate, nominated Abu Salama as vizir, he still retained some doubts of his fidelity; and it is said that he sent to Abu Muslim in Khorasan, informing him of Abu Salama’s evil intentions, and urging him to put him to death. But according to another account, it was Abu Muslim who discovered the vizir’s perfidy, and informed al-Saffah, by letter, of the circumstance, advising him at the same time, not to let him live. This, however, the caliph refused to do; saying: That man has spent his wealth in our service and has hitherto served us faithfully; wherefore we pardon him this slip.”","فلما ولي السفاح واستوزره بقي في نفسه منه شيء، فيقال: إن السفاح سير إلى أبي مسلم وهو بخراسان يعرفه بفساد نية أبي سلمة ويحرضه على قتله، ويقال: إن أبا مسلم لم اطلع على ذلك كتب إلى السفاح وعرفه بحاله وحسن له قتله، فلم يفعل، وقال: هذا الرجل بذل ماله في خدمتنا ونصحنا، وقد صدرت منه هذه الزلة، فنحن نغتفرها له."
"On perceiving al-Saffah’s unwillingness to follow the counsel given him, Abu Muslim sent a band of men to lie in wait, during the night, for Abu Salama, who used to pass the evening in conversation with the caliph. When the vizir was retiring home unaccompanied, the assassins set upon him and cut him down with their swords; (this was at al-Anbar, the caliphs capital).","فلما رأى أبو مسلم امتناعه من ذلك سير جماعة كمنوا له ليلاً، وكانت عادته أن يسمر عند السفاح، فلما خرج من عنده وهو في مدينته بالأنبار ولم يكن معه أحد وثبوا عليه وخبطوه بأسيافهم،"
"the next morning the public said that he had been murdered by the Kharijites. This event happened four months after the accession of al-Saffah to the caliphate; he had been proclaimed caliph on the eve of Friday, the thirteenth of the latter Rabi, A. H. one hundred and thirty two (November, A. D. seven hundred and forty nine).","وأصبح الناس يقولون: قتلته الخوارج، وكان قتله بعد خلافة السفاح بأربعة أشهر، وولي السفاح الخلافة ليلة الجمعة ثالث عشر شهر ربيع الآخر سنة اثنتين وثلاثين ومائة."
"When al-Saffah was informed of his death, he pronounced this verse: To hell with him and those who resemble him; we should regret that, in any point, he escaped our vengeance.",ولما سمع السفاح بقتله أنشد:\r\nإلى النار فليذهب ومن كان مثله... على أي شيء فاتنا منه نأسف
"It is stated in the History of the Vizirs, that Abu Salama was murdered in the month of Rajab, A. H. one hundred and thirty two (February or March, A. D. seven hundred and fifty). He was styled the vizir of the family of Muhammad.","وذكر في كتاب ""أخبار الوزراء"" أن قتله كان في رجب سنة اثنتين وثلاثين ومائة."
"The following lines were composed on his death by Suleiman Ibn al-Muhajir al-Bajli: Crimes are sometimes rejoiced at, but joy were fitter for that which you disliked. The vizir has perished, the vizir of the family of Muhammad, and one who detests you now fills his place.","وكان أبو سلعة يقال له: وزير آل محمد، فلما قتل عمل في ذلك سليمان ابن المهاجر البجلي:\r\nإن المساءة قد تسر وربما... كان السرور بما كرهت جديرا\r\nإن الوزير وزير آل محمد... أودى فمن يشناك كان وزيرا"
"Abu Salama was not a Khallal (vinegar-maker), but his house in Kufa was situated in the street of the vinegar-makers, and he used to sit with them as neighbors: it was for this reason that he received the surname of al-Khallal.","ولم يكن خلالاً، وإنما كان منزله بالكوفة في حارة الخلالين، فكان يجلس\r\nعندهم لقرب داره منهم، فسمي خلالاً."
"Hamdani means belonging to Hamdan, a great tribe in Yemen.","والهمداني - بفتح الهاء وسكون الميم وفتح الدال المهملة وبعد الألف نون - وهذه النسبة إلى همدان، وهي قبيلة عظيمة باليمن."
We shall speak of Sabi in the life of Abd Ishak al-Sabii.,والسبيع: يذكر في حرف العين عند ذكر أبي إسحاق السبيعي إن شاء الله تعالى.
"Philologers disagree respecting the derivation of the word wizarat (vizirate); some derive it from wizr, a burden, because the vizir relieves the prince from the burden of affairs; this is also the opinion of Ibn Kutaiba.","وقد اختلف أرباب اللغة في اشتقاق الوزارة على قولين: أحدهما أنها من الوزر - بكسر الواو - وهو الحمل، وكأن الوزير قد حمل عن السلطان الثقل، وهذا قول ابن قتيبة،"
"but others say that it comes from wazr, a mountain, to which people fly for refuge from danger. According to this, the vizir is one to whom the spiritual or temporal prince has recourse, and to whom he betakes himself for advice; this is the opinion of Abd Ishak al-Zajjaj.","والثاني: أنها من الوزر - بفتح الواو والزاي - وهو الجبل الذي يعتصم به لينجى به من الهلاك، وكذلك الوزير معناه الذي يعتمد عليه الخليفة أو السلطان ويلتجئ إلى رأيه، وهذا قول أبي إسحاق الزجاج، والله أعلم."
سقطمنالنسخة,"حفص بن غياث القاضي\r\nأبو عمرو بن غياث بن طلق بن معاوية بن مالك بن الحارث بن ثعلبة ابن عامر بن ربيعة بن جشم بن وهبيل بن سعد بن مالك بن النخع بن مذحج النخعي الكوفي؛ سمح عبد الله بن عمر العمري وهشام بن عمرو وإسماعيل بن أبي خالد وأبا إسحاق الشيباني والأعمش وخلقاً سواهم؛ روى عنه ابنه عمر وأبو نعيم الفضل بن دكين وعفان بن مسلمة وأحمد بن حنبل ويحيى بن معين وعامة الكوفيين. ولي القضاء ببغداد وحدت بها ثم عزل وولي قضاء الكوفة؛ قال حميد بن الربيع: لما جيء بعبد الله بن إدريس وحفص بن غياث ووكيع ابن الجراح إلى أمير المؤمنين هارون الرشيد ليوليهم القضاء دخلوا عليه، فأما ابن إدريس فقال: السلام عليكم، وطرح نفسه كأنه مفلوج، فقال هارون: خذوا بيد الشيخ، لا فضل في هذا؛ وأما وكيع فقال: والله يا أمير المؤمنين ما أتصرف بها منذ سنة، ووضع إصبعه على عينه، وعنى إصبعه، فأعفاه؛ وأما حفص بن غياث فقال: لولا غلبة الدين والعيال ما وليت.\r\nوكان حفص المذكور لما قربوا من بغداد طرى خضابه فالتفت ابن إدريس إلى وكيع فقال: أما هذا فقد قبل.\r\nوقال حفص وهو قاض على الشرقية لرجل يسأل عن مسائل القضاء: لعلك تريد أن تكون قاضياً لأن يدخل الرجل إصبعه في عينه فيقلعها فيرمي بها خير له من أن يكون قاضياً.\r\nوكان حفص يقول: لو رأيت أني اسر بما أنا فيه هلكت.\r\nقال عمرو بن حفص بن غياث: لما حضرت أبي الوفاة أغمي عليه، فبكيت عند رأسه فأفاق فقال: ما يبكيك قلت: أبكي لفراقك ولما دخلت فيه من هذا الأمر، يعني القضاء، فقال لابنه: يا بني ما حللت سراويلي على حرام قط ولا جلس بين يدي خصمان فباليت على من توجه الحكم بينهما.\r\nوقال الخطيب: كان حفص بن غياث المذكور جالساً في الشرقية للقضاء، فأرسلإليه الخليفة يدعوه، فقال لرسوله: حتى أفرغ من أمر الخصوم، إذ كنت أجيراً لهم، وأصير إلى أمير المؤمنين؛ ولم يقم حتى تفرق الخصوم.\r\nوقال غنام بن حفص: مرض أبي خمسة عشر يوماً، فدفع إلي مائة درهم وقال: امض بها إلى العامل وقل له هذه رزق خمسة عشر يوماً لم أحكم فيها بين المسلمين لاحظ لي فيها.\r\nوقال: باع رجل من أهل خراسان جمالاً بثلاثين ألف درهم من مرزبان المجوسي وكيل أم جعفر فمطله ثمنها وحبسه عن سفره، وطال ذلك على الرجل، فأتى بعض أصحاب حفص بن غياث فشاوره فقال له: اذهب إليه فقل له: أعطني ألف درهم وأحيل عليك ببقية المال وأخرج إلى خراسان، فإذا فعلت هذا فأخبرني حتى أشير عليك؛ ففعل الرجل وأتى مرزبان فأعطاه ألف درهم فرجع إلى الرجل فأخبره فقال: عد إليه فقل له: إذا ركبت غداً فطريقك على القاضي تحضر، وأوكل رجلاً بالقبض على المال واخرج فإذا جلس إلى القاضي فادع عليه بما بقي لك من المال، فإذا أقر حبسه القاضي وأخذت مالك. فرجع إلى مرزبان فسأله فقال: انتظرني بباب القاضي؛ فلما ركب من الغد وثب إليه الرجل وقال: إن رأيت أن تترك إلي القاضي حتى أوكل بقبض المال وأخرج، فنزل مرزبان إلى حفص المذكور فقال الرجل: أصلح الله القاضي، لي على هذا الرجل تسعة وعشرون ألف درهم، فقال حفص: ما تقول يا مجوسي قال: صدق، أصلح الله القاضي، فقال القاضي: ما تقول يا رجل فقد أقر لك، فقال: يعطيني مالي، فأقبل حفص على المجوسي فقال: ما تقول فقال: هذا المال على السيدة، فقال: أنت أحمق تقر ثم تقول على السيدة ما تقول يا رجل قال: أصلح الله القاضي إن أعطاني مالي وإلا حبسته، قال حفص: ما تقول يا مجوسي قال: المال على السيدة، فقال حفص: خذوا بيده إلى الحبس؛ فلما حبس بلغ الخبر أم جعفر فغضبت وبعثت إلى السندي: وجه إلى المرزبان، وكانت القضاة تحبس الغرماء في مجلس الشرط، فأخرجه. وبلغ الخبر حفصاً فقال: أحبس أنا ويخرج السندي لا جلست مجلسي هذا أو يرد مرزبان إلى الحبس، فجاء السندي إلى أم جعفر فقال: الله الله في، إنه حفص ابن غياث وأخاف من أمير المؤمنين أ، يقول لي: بأمر من أخرجته رديه إلى الحبس، وأنا أكلم حفصاً في أمره؛ فرجع مرزبان إلى الحبس فقالت أم جعفر لهارون: قاضيك هذا أحمق، حبس وكيلي واستخف به، فمره لا ينظر في الحكم وتولي أمره أبا يوسف، فأمر لها بالكتاب وبلغ حفصاً الخبر فقال: أحضري شهوداً حتى أسجل لك على المجوسي؛ وجلس حفص وسجل على المجوسي بالمال\r\nوورد كتاب هارون مع خادم فقال: هذا كتاب أمير المؤمنين، فقال: مكانك؛ نحن في شيء حتى نفرغ منه، فقال: كتاب أمير المؤمنين، فقال: انظر ما يقال لك، فلما فرغ حفص من السجل أخذ الكتاب من الخادم فقرأه فقال: اقرأ على أمير المؤمنين السلام وقل له إن كتابه ورد وقد أنفذت الحكم، فقال الخادم: قد عرفت ما صنعت، أبيت أن تأخذ كتاب أمير المؤمنين حتى تفرغ مما تريد؛ والله لأخبرن أمير المؤمنين بما فعلت! فقال حفص: قل له ما أحببت، فجاء الخادم فأخبر هارون فضحك وقال للحاجب: مر لحفص بثلاثين ألف درهم، فركب يحيى بن خالد فاستقبل حفصاً منصرفاً من مجلس القضاء فقال: أيها القاضي قد سررت أمير المؤمنين وأمر لك بثلاثين ألف درهم فما السبب فقال: تمم الله سرور أمير المؤمنين وأحسن حفظه وكلاءته ما زدت على ما أفعل كل يوم، سجلت على مرزبان المجوسي بما وجب عليه؛ قال يحيى بن خالد: فمن هذا سر أمير المؤمنين، فقال حفص: الحمد لله كثيراً، فقالت أم جعفر لهارون: لا أنا ولا أنت إلا أن تعزل حفصاً، فأبى عليها، ثم ألحت عليه فعزله عن الشرقية وولاء قضاء الكوفة، فمكث عليها ثلاث عشرة سنة.\r\nوكان أبو يوسف لما ولي حفص القضاء قال لأصحابه: تعالوا نكتب نوادر حفص، فلما وردت أحكامه وقضاياه على أبي يوسف قال له أصحابه: أين النوادر التي زعمت بكتبها قال: ويحكم إن حفصاً أراد الله فوفقه.\r\nوقال حفص: والله ما وليت القضاء حتى حلت لي الميتة.\r\nومات رحمه الله ولم يخلف درهماً وخلف عليه تسعمائة درهم ديناً.\r\nوكان يقال: ختم القضاء بحفص بن غياث.\r\nوقال الحسين بن المغيرة: رأى بعض الصالحين كأن زورقاً غرق بين الجسرين وفيه عشرون قاضياً، فما نجا منهم إلا ثلاثة على سوءاتهم: حفص بن غياث والقاسم بن معن وشريك.\r\nوقال يحيى بن معين: جميع ما حدث به حفص بن غياث ببغداد والكوفة إنما هو من حفظه، لم يخرج كتاباً؛ كتبوا عنه ثلاثة آلاف وأربعة آلاف حديث من حفظه.\r\nقال عبيد الله بن صالح العجلي: حدثني أبي قال: حفص بن غياث ثقة مأمون فقيه وكان على قضاء الكوفة، وكان وكيع ربما يسأل عن الشيء فيقول: اذهبوا إلى قاضينا فاسألوه، وكان شيخاً عفيفاً مسلماً.\r\nولد حفص بن غياث سنة سبع عشرة ومائة ومات سنة أربع وتسعين ومائة في العشر من ذي الحجة، وقيل مات سنة ست وتسعين ومائة، رحمه الله تعالى."
